::1 - - [17/Dec/2022:16:35:50 +0800] "GET /wp-admin/?localwp_auto_login=1 HTTP/1.1" 302 -
::1 - - [17/Dec/2022:16:35:55 +0800] "GET /wp-includes/js/jquery/jquery.color.min.js?ver=2.2.0 HTTP/1.1" 200 7047
::1 - - [17/Dec/2022:16:35:55 +0800] "GET /wp-includes/js/dist/a11y.min.js?ver=ecce20f002eda4c19664 HTTP/1.1" 200 2508
::1 - - [17/Dec/2022:16:35:55 +0800] "GET /wp-includes/js/wp-lists.min.js?ver=6.1.1 HTTP/1.1" 200 7522
::1 - - [17/Dec/2022:16:35:55 +0800] "GET /wp-includes/js/wp-ajax-response.min.js?ver=6.1.1 HTTP/1.1" 200 2440
::1 - - [17/Dec/2022:16:35:54 +0800] "GET /wp-admin/load-scripts.php?c=0&load%5Bchunk_0%5D=jquery-core,jquery-migrate,utils&ver=6.1.1 HTTP/1.1" 200 102775
::1 - - [17/Dec/2022:16:35:55 +0800] "GET /wp-includes/js/jquery/jquery.query.js?ver=2.2.3 HTTP/1.1" 200 3694
::1 - - [17/Dec/2022:16:35:55 +0800] "GET /wp-includes/js/quicktags.min.js?ver=6.1.1 HTTP/1.1" 200 11132
::1 - - [17/Dec/2022:16:35:55 +0800] "GET /wp-includes/js/jquery/ui/mouse.min.js?ver=1.13.2 HTTP/1.1" 200 3402
::1 - - [17/Dec/2022:16:35:55 +0800] "GET /wp-admin/js/postbox.min.js?ver=6.1.1 HTTP/1.1" 200 6705
::1 - - [17/Dec/2022:16:35:55 +0800] "GET /wp-admin/js/edit-comments.min.js?ver=6.1.1 HTTP/1.1" 200 15349
::1 - - [17/Dec/2022:16:35:55 +0800] "GET /wp-includes/js/jquery/ui/sortable.min.js?ver=1.13.2 HTTP/1.1" 200 25455
::1 - - [17/Dec/2022:16:35:55 +0800] "GET /wp-includes/js/dist/deprecated.min.js?ver=6c963cb9494ba26b77eb HTTP/1.1" 200 812
::1 - - [17/Dec/2022:16:35:55 +0800] "GET /wp-includes/js/dist/vendor/moment.min.js?ver=2.29.4 HTTP/1.1" 200 57929
::1 - - [17/Dec/2022:16:35:55 +0800] "GET /wp-includes/js/jquery/ui/core.min.js?ver=1.13.2 HTTP/1.1" 200 21440
::1 - - [17/Dec/2022:16:35:55 +0800] "GET /wp-includes/js/dist/date.min.js?ver=ce7daf24092d87ff18be HTTP/1.1" 200 847374
::1 - - [17/Dec/2022:16:35:55 +0800] "GET /wp-includes/js/wp-sanitize.min.js?ver=6.1.1 HTTP/1.1" 200 458
::1 - - [17/Dec/2022:16:35:55 +0800] "GET /wp-includes/js/thickbox/thickbox.js?ver=3.1-20121105 HTTP/1.1" 200 13242
::1 - - [17/Dec/2022:16:35:55 +0800] "GET /wp-admin/js/plugin-install.min.js?ver=6.1.1 HTTP/1.1" 200 2403
::1 - - [17/Dec/2022:16:35:55 +0800] "GET /wp-admin/js/dashboard.min.js?ver=6.1.1 HTTP/1.1" 200 8797
::1 - - [17/Dec/2022:16:35:55 +0800] "GET /wp-admin/js/updates.min.js?ver=6.1.1 HTTP/1.1" 200 41339
::1 - - [17/Dec/2022:16:35:55 +0800] "GET /wp-admin/js/media-upload.min.js?ver=6.1.1 HTTP/1.1" 200 1152
::1 - - [17/Dec/2022:16:35:55 +0800] "GET /wp-admin/js/svg-painter.js?ver=6.1.1 HTTP/1.1" 200 5522
::1 - - [17/Dec/2022:16:35:55 +0800] "GET /wp-includes/js/heartbeat.min.js?ver=6.1.1 HTTP/1.1" 200 5932
::1 - - [17/Dec/2022:16:35:55 +0800] "GET /wp-includes/js/wp-auth-check.min.js?ver=6.1.1 HTTP/1.1" 200 1658
::1 - - [17/Dec/2022:16:35:55 +0800] "GET /wp-includes/js/shortcode.min.js?ver=6.1.1 HTTP/1.1" 200 2643
::1 - - [17/Dec/2022:16:35:55 +0800] "GET /wp-includes/js/wplink.min.js?ver=6.1.1 HTTP/1.1" 200 11254
::1 - - [17/Dec/2022:16:35:55 +0800] "GET /wp-includes/js/jquery/ui/autocomplete.min.js?ver=1.13.2 HTTP/1.1" 200 8466
::1 - - [17/Dec/2022:16:35:55 +0800] "GET /wp-includes/js/jquery/ui/menu.min.js?ver=1.13.2 HTTP/1.1" 200 10114
::1 - - [17/Dec/2022:16:35:54 +0800] "GET /wp-admin/load-styles.php?c=0&dir=ltr&load%5Bchunk_0%5D=dashicons,admin-bar,site-health,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-poi&load%5Bchunk_1%5D=nter,widgets,site-icon,l10n,buttons,wp-auth-check&ver=6.1.1 HTTP/1.1" 200 394281
::1 - - [17/Dec/2022:16:35:55 +0800] "POST /wp-cron.php?doing_wp_cron=1671266155.7962338924407958984375 HTTP/1.1" 200 -
::1 - - [17/Dec/2022:16:35:55 +0800] "GET /favicon.ico HTTP/1.1" 302 -
::1 - - [17/Dec/2022:16:35:54 +0800] "GET /wp-admin/load-scripts.php?c=0&load%5Bchunk_0%5D=hoverIntent,regenerator-runtime,wp-polyfill,wp-hooks&ver=6.1.1 HTTP/1.1" 200 30711
::1 - - [17/Dec/2022:16:35:56 +0800] "GET /wp-includes/images/w-logo-blue-white-bg.png HTTP/1.1" 200 4119
::1 - - [17/Dec/2022:16:35:56 +0800] "GET /wp-includes/js/thickbox/loadingAnimation.gif HTTP/1.1" 200 15238
::1 - - [17/Dec/2022:16:35:56 +0800] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=1&_ajax_nonce=c491f83ea4&1671266156270 HTTP/1.1" 200 1114
::1 - - [17/Dec/2022:16:35:57 +0800] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=2&_ajax_nonce=c491f83ea4&1671266156997 HTTP/1.1" 200 572
::1 - - [17/Dec/2022:16:35:56 +0800] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 439
::1 - - [17/Dec/2022:16:35:57 +0800] "GET /wp-admin/images/spinner.gif HTTP/1.1" 200 3656
::1 - - [17/Dec/2022:16:35:57 +0800] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=yes&_ajax_nonce=c491f83ea4&1671266157310 HTTP/1.1" 200 1
::1 - - [17/Dec/2022:16:35:56 +0800] "GET /wp-admin/admin-ajax.php?action=dashboard-widgets&widget=dashboard_primary&pagenow=dashboard HTTP/1.1" 200 1018
::1 - - [17/Dec/2022:16:36:02 +0800] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 1
::1 - - [17/Dec/2022:16:36:56 +0800] "POST /wp-cron.php?doing_wp_cron=1671266216.7165019512176513671875 HTTP/1.1" 200 -
::1 - - [17/Dec/2022:16:36:56 +0800] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [17/Dec/2022:16:38:56 +0800] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [17/Dec/2022:16:39:56 +0800] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [17/Dec/2022:16:41:15 +0800] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [17/Dec/2022:16:41:19 +0800] "GET /wp-admin/themes.php HTTP/1.1" 200 50119
::1 - - [17/Dec/2022:16:41:19 +0800] "GET /wp-admin/load-scripts.php?c=1&load%5Bchunk_0%5D=jquery-core,jquery-migrate,utils&ver=6.1.1 HTTP/1.1" 200 102775
::1 - - [17/Dec/2022:16:41:19 +0800] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5Bchunk_0%5D=dashicons,admin-bar,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,widgets&load%5Bchunk_1%5D=,site-icon,l10n,buttons,wp-auth-check&ver=6.1.1 HTTP/1.1" 200 389106
::1 - - [17/Dec/2022:16:41:19 +0800] "GET /wp-admin/load-scripts.php?c=1&load%5Bchunk_0%5D=hoverIntent,regenerator-runtime,wp-polyfill,wp-hooks&ver=6.1.1 HTTP/1.1" 200 30711
::1 - - [17/Dec/2022:16:41:19 +0800] "GET /wp-includes/js/backbone.min.js?ver=1.4.1 HTTP/1.1" 200 23848
::1 - - [17/Dec/2022:16:41:19 +0800] "GET /wp-content/themes/twentytwentytwo/screenshot.png?ver=1.3 HTTP/1.1" 200 162290
::1 - - [17/Dec/2022:16:41:19 +0800] "GET /wp-content/themes/twentytwentythree/screenshot.png?ver=1.0 HTTP/1.1" 200 95166
::1 - - [17/Dec/2022:16:41:19 +0800] "GET /wp-includes/js/customize-base.min.js?ver=6.1.1 HTTP/1.1" 200 7852
::1 - - [17/Dec/2022:16:41:19 +0800] "GET /wp-includes/js/wp-backbone.min.js?ver=6.1.1 HTTP/1.1" 200 3039
::1 - - [17/Dec/2022:16:41:19 +0800] "GET /wp-content/themes/twentytwentyone/screenshot.png?ver=1.7 HTTP/1.1" 200 282897
::1 - - [17/Dec/2022:16:41:19 +0800] "GET /wp-admin/js/theme.min.js?ver=6.1.1 HTTP/1.1" 200 27055
::1 - - [17/Dec/2022:16:42:20 +0800] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [17/Dec/2022:16:42:56 +0800] "GET /wp-admin/themes.php HTTP/1.1" 200 50119
::1 - - [17/Dec/2022:16:42:57 +0800] "GET /favicon.ico HTTP/1.1" 302 -
::1 - - [17/Dec/2022:16:42:58 +0800] "GET /wp-admin/themes.php HTTP/1.1" 200 50119
::1 - - [17/Dec/2022:16:42:59 +0800] "GET /favicon.ico HTTP/1.1" 302 -
::1 - - [17/Dec/2022:16:43:21 +0800] "GET /wp-admin/themes.php HTTP/1.1" 200 51579
::1 - - [17/Dec/2022:16:43:22 +0800] "GET /wp-content/themes/wordpress-sms/screenshot.png?ver= HTTP/1.1" 200 991141
::1 - - [17/Dec/2022:16:43:22 +0800] "GET /favicon.ico HTTP/1.1" 302 -
::1 - - [17/Dec/2022:16:44:21 +0800] "-" 408 -
::1 - - [17/Dec/2022:16:44:23 +0800] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [17/Dec/2022:16:45:23 +0800] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [17/Dec/2022:16:45:23 +0800] "GET /wp-admin/themes.php HTTP/1.1" 200 51621
::1 - - [17/Dec/2022:16:45:24 +0800] "GET /wp-content/themes/wordpress-sms/screenshot.png?ver=1.0 HTTP/1.1" 200 991141
::1 - - [17/Dec/2022:16:45:24 +0800] "GET /favicon.ico HTTP/1.1" 302 -
::1 - - [17/Dec/2022:16:46:00 +0800] "GET /wp-admin/themes.php?action=activate&stylesheet=wordpress-sms&_wpnonce=48bf1ed6c0 HTTP/1.1" 302 -
::1 - - [17/Dec/2022:16:46:01 +0800] "GET /wp-admin/themes.php?activated=true HTTP/1.1" 200 51765
::1 - - [17/Dec/2022:16:46:01 +0800] "GET /wp-content/themes/wordpress-sms/screenshot.png?ver=1.0 HTTP/1.1" 304 -
::1 - - [17/Dec/2022:16:46:04 +0800] "GET / HTTP/1.1" 200 -
::1 - - [17/Dec/2022:16:46:05 +0800] "GET /favicon.ico HTTP/1.1" 302 -
::1 - - [17/Dec/2022:16:46:56 +0800] "GET / HTTP/1.1" 500 2942
::1 - - [17/Dec/2022:16:46:56 +0800] "GET /favicon.ico HTTP/1.1" 302 -
::1 - - [17/Dec/2022:16:47:02 +0800] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [17/Dec/2022:16:47:21 +0800] "GET / HTTP/1.1" 200 20
::1 - - [17/Dec/2022:16:47:21 +0800] "GET /favicon.ico HTTP/1.1" 302 -
::1 - - [17/Dec/2022:16:48:21 +0800] "-" 408 -
::1 - - [17/Dec/2022:16:48:58 +0800] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [17/Dec/2022:16:48:59 +0800] "GET /wp-admin/themes.php HTTP/1.1" 200 43445
::1 - - [17/Dec/2022:16:49:00 +0800] "GET /wp-content/themes/wordpress-sms/screenshot.png?ver=1.0 HTTP/1.1" 304 -
::1 - - [17/Dec/2022:16:49:00 +0800] "GET /favicon.ico HTTP/1.1" 302 -
::1 - - [17/Dec/2022:16:49:59 +0800] "-" 408 -
::1 - - [17/Dec/2022:16:50:00 +0800] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [17/Dec/2022:17:37:34 +0800] "POST /wp-cron.php?doing_wp_cron=1671269854.3550031185150146484375 HTTP/1.1" 200 -
::1 - - [17/Dec/2022:17:37:34 +0800] "GET / HTTP/1.1" 200 1
::1 - - [17/Dec/2022:17:37:35 +0800] "GET /favicon.ico HTTP/1.1" 302 -
::1 - - [17/Dec/2022:17:37:35 +0800] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [17/Dec/2022:17:38:34 +0800] "-" 408 -
::1 - - [17/Dec/2022:17:38:36 +0800] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [17/Dec/2022:17:40:12 +0800] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [17/Dec/2022:17:41:12 +0800] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [17/Dec/2022:17:43:13 +0800] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [17/Dec/2022:17:44:52 +0800] "GET / HTTP/1.1" 200 22
::1 - - [17/Dec/2022:17:44:59 +0800] "GET /favicon.ico HTTP/1.1" 302 -
::1 - - [17/Dec/2022:17:45:13 +0800] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [17/Dec/2022:17:45:16 +0800] "GET / HTTP/1.1" 200 31
::1 - - [17/Dec/2022:17:45:17 +0800] "GET /favicon.ico HTTP/1.1" 302 -
::1 - - [17/Dec/2022:17:45:18 +0800] "GET / HTTP/1.1" 200 31
::1 - - [17/Dec/2022:17:45:19 +0800] "GET /favicon.ico HTTP/1.1" 302 -
::1 - - [17/Dec/2022:17:45:28 +0800] "GET /wp-admin/options-general.php HTTP/1.1" 200 64046
::1 - - [17/Dec/2022:17:45:30 +0800] "GET /wp-admin/images/spinner.gif HTTP/1.1" 200 3656
::1 - - [17/Dec/2022:17:45:39 +0800] "POST /wp-admin/options.php HTTP/1.1" 302 -
::1 - - [17/Dec/2022:17:45:39 +0800] "GET /wp-admin/options-general.php?settings-updated=true HTTP/1.1" 200 64243
::1 - - [17/Dec/2022:17:45:41 +0800] "GET / HTTP/1.1" 200 56
::1 - - [17/Dec/2022:17:45:42 +0800] "GET /favicon.ico HTTP/1.1" 302 -
::1 - - [17/Dec/2022:17:46:39 +0800] "-" 408 -
::1 - - [17/Dec/2022:17:46:40 +0800] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [17/Dec/2022:17:48:40 +0800] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [17/Dec/2022:17:50:40 +0800] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [17/Dec/2022:17:52:41 +0800] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [17/Dec/2022:18:18:35 +0800] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [17/Dec/2022:18:19:35 +0800] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [17/Dec/2022:18:21:36 +0800] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [17/Dec/2022:18:23:36 +0800] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [17/Dec/2022:18:24:37 +0800] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [17/Dec/2022:18:25:37 +0800] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [17/Dec/2022:18:27:38 +0800] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [17/Dec/2022:18:29:39 +0800] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [17/Dec/2022:18:31:39 +0800] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [17/Dec/2022:18:33:22 +0800] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [17/Dec/2022:18:34:22 +0800] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [17/Dec/2022:18:36:24 +0800] "POST /wp-cron.php?doing_wp_cron=1671273384.2293899059295654296875 HTTP/1.1" 200 -
::1 - - [17/Dec/2022:18:36:23 +0800] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [17/Dec/2022:18:37:56 +0800] "GET / HTTP/1.1" 200 126
::1 - - [17/Dec/2022:18:38:02 +0800] "GET /favicon.ico HTTP/1.1" 302 -
::1 - - [17/Dec/2022:18:38:23 +0800] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [17/Dec/2022:18:40:23 +0800] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [17/Dec/2022:18:40:37 +0800] "GET / HTTP/1.1" 200 143
::1 - - [17/Dec/2022:18:40:37 +0800] "GET /favicon.ico HTTP/1.1" 302 -
::1 - - [17/Dec/2022:18:41:37 +0800] "-" 408 -
::1 - - [17/Dec/2022:18:41:48 +0800] "GET / HTTP/1.1" 200 177
::1 - - [17/Dec/2022:18:41:49 +0800] "GET /favicon.ico HTTP/1.1" 302 -
::1 - - [17/Dec/2022:18:41:50 +0800] "GET /hello-world/ HTTP/1.1" 200 177
::1 - - [17/Dec/2022:18:41:56 +0800] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [17/Dec/2022:18:41:57 +0800] "GET /wp-admin/options-reading.php HTTP/1.1" 200 27144
::1 - - [17/Dec/2022:18:42:02 +0800] "GET /wp-admin/options-permalink.php HTTP/1.1" 200 33621
::1 - - [17/Dec/2022:18:42:16 +0800] "POST /wp-admin/options-permalink.php HTTP/1.1" 302 -
::1 - - [17/Dec/2022:18:42:17 +0800] "GET /wp-admin/options-permalink.php?settings-updated=true HTTP/1.1" 200 33811
::1 - - [17/Dec/2022:18:42:20 +0800] "GET / HTTP/1.1" 200 182
::1 - - [17/Dec/2022:18:42:21 +0800] "GET /favicon.ico HTTP/1.1" 302 -
::1 - - [17/Dec/2022:18:42:22 +0800] "GET /blog/hello-world/ HTTP/1.1" 200 182
::1 - - [17/Dec/2022:18:42:56 +0800] "GET /wp-admin/edit.php HTTP/1.1" 200 48229
::1 - - [17/Dec/2022:18:42:57 +0800] "GET /wp-includes/js/jquery/ui/menu.min.js?ver=1.13.2 HTTP/1.1" 200 10114
::1 - - [17/Dec/2022:18:42:57 +0800] "GET /wp-includes/js/jquery/ui/core.min.js?ver=1.13.2 HTTP/1.1" 200 21440
::1 - - [17/Dec/2022:18:42:57 +0800] "GET /wp-includes/js/dist/dom-ready.min.js?ver=392bdd43726760d1f3ca HTTP/1.1" 200 498
::1 - - [17/Dec/2022:18:42:57 +0800] "GET /wp-includes/js/dist/a11y.min.js?ver=ecce20f002eda4c19664 HTTP/1.1" 200 2508
::1 - - [17/Dec/2022:18:42:57 +0800] "GET /wp-includes/js/jquery/ui/autocomplete.min.js?ver=1.13.2 HTTP/1.1" 200 8466
::1 - - [17/Dec/2022:18:42:57 +0800] "GET /wp-admin/js/tags-suggest.min.js?ver=6.1.1 HTTP/1.1" 200 2245
::1 - - [17/Dec/2022:18:42:57 +0800] "GET /wp-admin/js/inline-edit-post.min.js?ver=6.1.1 HTTP/1.1" 200 8139
::1 - - [17/Dec/2022:18:42:57 +0800] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [17/Dec/2022:18:42:59 +0800] "GET /wp-admin/post-new.php HTTP/1.1" 200 301946
::1 - - [17/Dec/2022:18:43:00 +0800] "GET /wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=6.1.1 HTTP/1.1" 200 4186
::1 - - [17/Dec/2022:18:43:00 +0800] "GET /wp-includes/js/imgareaselect/imgareaselect.css?ver=0.9.8 HTTP/1.1" 200 790
::1 - - [17/Dec/2022:18:43:00 +0800] "GET /wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17 HTTP/1.1" 200 11256
::1 - - [17/Dec/2022:18:43:00 +0800] "GET /wp-includes/js/dist/vendor/lodash.min.js?ver=4.17.19 HTTP/1.1" 200 71098
::1 - - [17/Dec/2022:18:43:00 +0800] "GET /wp-includes/js/dist/api-fetch.min.js?ver=bc0029ca2c943aec5311 HTTP/1.1" 200 5325
::1 - - [17/Dec/2022:18:43:00 +0800] "GET /wp-includes/js/dist/url.min.js?ver=bb0ef862199bcae73aa7 HTTP/1.1" 200 9147
::1 - - [17/Dec/2022:18:43:00 +0800] "GET /wp-includes/js/dist/blob.min.js?ver=a078f260190acf405764 HTTP/1.1" 200 952
::1 - - [17/Dec/2022:18:43:00 +0800] "GET /wp-includes/js/dist/vendor/react.min.js?ver=17.0.1 HTTP/1.1" 200 11324
::1 - - [17/Dec/2022:18:43:00 +0800] "GET /wp-includes/js/dist/autop.min.js?ver=43197d709df445ccf849 HTTP/1.1" 200 5738
::1 - - [17/Dec/2022:18:43:00 +0800] "GET /wp-includes/js/dist/block-serialization-default-parser.min.js?ver=eb2cdc8cd7a7975d49d9 HTTP/1.1" 200 2421
::1 - - [17/Dec/2022:18:43:00 +0800] "GET /wp-includes/js/dist/vendor/react-dom.min.js?ver=17.0.1 HTTP/1.1" 200 118430
::1 - - [17/Dec/2022:18:43:00 +0800] "GET /wp-includes/js/dist/dom.min.js?ver=133a042fbbef48f38107 HTTP/1.1" 200 13084
::1 - - [17/Dec/2022:18:43:00 +0800] "GET /wp-includes/js/dist/is-shallow-equal.min.js?ver=20c2b06ecf04afb14fee HTTP/1.1" 200 1097
::1 - - [17/Dec/2022:18:43:00 +0800] "GET /wp-includes/js/dist/deprecated.min.js?ver=6c963cb9494ba26b77eb HTTP/1.1" 200 812
::1 - - [17/Dec/2022:18:43:00 +0800] "GET /wp-includes/js/dist/escape-html.min.js?ver=03e27a7b6ae14f7afaa6 HTTP/1.1" 200 1139
::1 - - [17/Dec/2022:18:43:00 +0800] "GET /wp-includes/js/dist/priority-queue.min.js?ver=99e325da95c5a35c7dc2 HTTP/1.1" 200 3632
::1 - - [17/Dec/2022:18:43:00 +0800] "GET /wp-includes/js/dist/keycodes.min.js?ver=6e0aadc0106bd8aadc89 HTTP/1.1" 200 4215
::1 - - [17/Dec/2022:18:43:00 +0800] "GET /wp-includes/js/dist/element.min.js?ver=47162ff4492c7ec4956b HTTP/1.1" 200 12246
::1 - - [17/Dec/2022:18:43:00 +0800] "GET /wp-includes/js/dist/compose.min.js?ver=37228270687b2a94e518 HTTP/1.1" 200 36756
::1 - - [17/Dec/2022:18:43:00 +0800] "GET /wp-includes/js/dist/redux-routine.min.js?ver=c9ea6c0df793258797e6 HTTP/1.1" 200 9242
::1 - - [17/Dec/2022:18:43:00 +0800] "GET /wp-includes/js/dist/html-entities.min.js?ver=36a4a255da7dd2e1bf8e HTTP/1.1" 200 837
::1 - - [17/Dec/2022:18:43:00 +0800] "GET /wp-includes/js/dist/data.min.js?ver=d8cf5b24f99c64ae47d6 HTTP/1.1" 200 26174
::1 - - [17/Dec/2022:18:43:00 +0800] "GET /wp-includes/js/dist/date.min.js?ver=ce7daf24092d87ff18be HTTP/1.1" 200 847374
::1 - - [17/Dec/2022:18:43:00 +0800] "GET /wp-includes/js/dist/vendor/moment.min.js?ver=2.29.4 HTTP/1.1" 200 57929
::1 - - [17/Dec/2022:18:43:00 +0800] "GET /wp-admin/load-scripts.php?c=1&load%5Bchunk_0%5D=jquery-core,jquery-migrate,utils,moxiejs,plupload&ver=6.1.1 HTTP/1.1" 200 205773
::1 - - [17/Dec/2022:18:43:00 +0800] "GET /wp-includes/js/dist/shortcode.min.js?ver=7539044b04e6bca57f2e HTTP/1.1" 200 3281
::1 - - [17/Dec/2022:18:43:00 +0800] "GET /wp-includes/js/dist/blocks.min.js?ver=69022aed79bfd45b3b1d HTTP/1.1" 200 168255
::1 - - [17/Dec/2022:18:43:00 +0800] "GET /wp-includes/js/dist/warning.min.js?ver=4acee5fc2fd9a24cefc2 HTTP/1.1" 200 392
::1 - - [17/Dec/2022:18:43:00 +0800] "GET /wp-includes/js/dist/rich-text.min.js?ver=c704284bebe26cf1dd51 HTTP/1.1" 200 33450
